B1_sum,B2_sum,B3_sum,B4_sum,B5_sum,B6_sum,B7_sum,B8_sum,B8A_sum,B9_sum,B10_sum,B11_sum,B12_sum,EVI_sum,GNDVI_sum,NDMI_sum,NDVI_sum,VH_sum,VV_sum,Year,Field
0.247742384672165,0.332620531320572,0.677826404571533,0.588565230369568,1.16545760631561,2.87816190719604,3.4267909526825,3.47502732276917,3.61754322052002,4.3478741645813,1.21965098381042,1.97402095794678,1.28366136550903,10.0812664031982,6.4618239402771,10.0812664031982,6.78080320358276,-141.021850585938,-89.2113876342773,2018,ARRA 15 CR
0.145697295665741,0.168876364827156,0.289372116327286,0.301396906375885,0.498253613710403,0.995945513248444,1.15657842159271,1.18827486038208,1.23877453804016,1.40811252593994,0.291284203529358,0.856443226337433,0.627317428588867,4.16071033477783,2.15194892883301,4.16071033477783,2.06409931182861,-157.052368164062,-95.8899078369141,2019,ARRA 15 CR
0.143739551305771,0.172317951917648,0.393178284168243,0.304425805807114,0.691706120967865,1.94276702404022,2.37000775337219,2.4273533821106,2.52480053901672,2.74046659469604,0.383438229560852,1.20565927028656,0.697959423065186,6.30871343612671,4.31972885131836,6.30871343612671,4.63316535949707,-269.004974365234,-167.935180664062,2020,ARRA 15 CR
0.310524791479111,0.32838499546051,0.751369774341583,0.532434105873108,1.38459694385529,3.75052165985107,4.42713928222656,4.50792121887207,4.64998960494995,5.27205228805542,1.23817598819733,2.29246115684509,1.35252523422241,11.603289604187,7.94692039489746,11.603289604187,8.69419097900391,-129.263381958008,-74.0046081542969,2018,CRIMSON 04
0.301288813352585,0.306629776954651,0.51648360490799,0.532024443149567,0.95014089345932,1.91005003452301,2.20524311065674,2.29064893722534,2.40568327903748,2.98375511169434,1.00346481800079,1.80425930023193,1.25404977798462,7.68020963668823,4.49756002426147,7.68020963668823,4.36565637588501,-152.6826171875,-89.1485443115234,2019,CRIMSON 04
0.0977961346507072,0.101874813437462,0.173514172434807,0.181416913866997,0.323153883218765,0.628187894821167,0.718441009521484,0.755799114704132,0.781968414783478,1.12566459178925,3.75765180587769,0.594669997692108,0.41287887096405,2.80750632286072,1.56957828998566,2.80750632286072,1.52900207042694,-254.044906616211,-152.004974365234,2020,CRIMSON 04
0.195464685559273,0.245151340961456,0.616572558879852,0.400550872087479,1.14047515392303,3.37659597396851,4.03579235076904,4.08958721160889,4.24177074432373,4.9841685295105,0.389542788267136,1.96048486232758,1.07947444915771,10.2170705795288,7.13840484619141,10.2170705795288,7.85952377319336,-128.613723754883,-74.3028106689453,2018,CRIMSON 99-00
0.211013853549957,0.271782606840134,0.477977901697159,0.494234710931778,0.887088596820831,1.86840558052063,2.18798732757568,2.26351046562195,2.38994479179382,2.945716381073,0.987978637218475,1.77547872066498,1.21654939651489,7.56478500366211,4.50675630569458,7.56478500366211,4.33841371536255,-153.022338867188,-89.7498016357422,2019,CRIMSON 99-00
0.111178532242775,0.14273826777935,0.239659935235977,0.255166709423065,0.437835872173309,0.892917037010193,1.04406309127808,1.09096801280975,1.13802790641785,1.62332594394684,6.66636800765991,0.830892860889435,0.57101309299469,3.73548054695129,2.1639039516449,3.73548054695129,2.07555961608887,-256.981201171875,-153.586990356445,2020,CRIMSON 99-00
0.295230537652969,0.385209083557129,0.707892656326294,0.71821391582489,1.2913384437561,2.91014695167542,3.49584555625916,3.57748675346375,3.77582979202271,4.69816732406616,0.719153642654419,2.40810418128967,1.61582601070404,11.2195768356323,7.20205354690552,11.2195768356323,7.10525369644165,-135.126678466797,-81.0076217651367,2018,INIAGRAPE ONE 14
0.276153594255447,0.355471760034561,0.556004166603088,0.662822425365448,0.997901201248169,1.78936469554901,2.09884762763977,2.19321298599243,2.32721495628357,2.76708364486694,0.525368988513947,1.95259845256805,1.43864727020264,8.67768383026123,4.62278938293457,8.67768383026123,4.13298606872559,-167.695083618164,-102.575187683105,2019,INIAGRAPE ONE 14
0.141972720623016,0.175288319587708,0.387104481458664,0.339954286813736,0.723870933055878,2.02813100814819,2.53265690803528,2.60873126983643,2.6979615688324,2.90697884559631,1.26711940765381,1.34429681301117,0.819135844707489,7.64940071105957,4.98945569992065,7.64940071105957,5.1546950340271,-273.071014404297,-170.699081420898,2020,INIAGRAPE ONE 14
0.484832942485809,0.670301377773285,0.993435740470886,1.20411098003387,1.67062985897064,2.68779420852661,3.04190754890442,3.08603501319885,3.28113222122192,4.25499773025513,1.33281755447388,2.79060411453247,2.18952083587646,12.00901222229,6.03670358657837,12.00901222229,5.16580057144165,-149.505157470703,-98.7586898803711,2018,INIAGRAPE ONE 15
