"www.agrometeorologia.cl","","","","","",""
"Red Agrometeorológica de INIA","","","","","",""
"Generado el 17-06-2021 19:15:39","","","","","",""
"Talagante, Talagante","","","","","",""
"","","","","","",""
"Tiempo UTC-4","Temperatura del Aire ºC","Humedad Relativa %","Precipitación Acumulada mm","Temperatura del Aire % de datos ","Humedad Relativa % de datos ","Precipitación Acumulada % de datos "
"01-01-2019","","","","","",""
"02-01-2019","","","","","",""
"03-01-2019","","","","","",""
"04-01-2019","","","","","",""
"05-01-2019","","","","","",""
"06-01-2019","","","","","",""
"07-01-2019","","","","","",""
"08-01-2019","","","","","",""
"09-01-2019","","","","","",""
"10-01-2019","","","","","",""
"11-01-2019","","","","","",""
"12-01-2019","","","","","",""
"13-01-2019","","","","","",""
"14-01-2019","","","","","",""
"15-01-2019","","","","","",""
"16-01-2019","20.4","54.6","0","79","79","79"
"17-01-2019","19.5","56.4","0","100","100","100"
"18-01-2019","21.2","55.7","0","100","100","100"
"19-01-2019","19.6","68","0","100","100","100"
"20-01-2019","19.8","70.8","0","100","100","100"
"21-01-2019","21.5","64.4","0","100","100","100"
"22-01-2019","21.2","61.1","0","100","100","100"
"23-01-2019","19.6","60","0","100","100","100"
"24-01-2019","20.6","64.3","0","100","100","100"
"25-01-2019","22.2","62.9","0","100","100","100"
"26-01-2019","25","53.4","0","100","100","100"
"27-01-2019","22.2","58.9","0","100","100","100"
"28-01-2019","21.8","59.8","0","100","100","100"
"29-01-2019","18.8","64.1","0","100","100","100"
"30-01-2019","21.1","67.2","0","100","100","100"
"31-01-2019","22.8","59.7","0","100","100","100"
"01-02-2019","21.8","58.8","0","100","100","100"
"02-02-2019","21.3","64.3","0","100","100","100"
"03-02-2019","21.6","65.9","0","100","100","100"
"04-02-2019","21","68.8","0","100","100","100"
"05-02-2019","20.5","70.4","0","100","100","100"
"06-02-2019","20.6","70.4","0","100","100","100"
"07-02-2019","21.4","67.2","0","100","100","100"
"08-02-2019","21.4","65.6","0","100","100","100"
"09-02-2019","21.2","59.4","0","100","100","100"
"10-02-2019","20","58.9","0","100","100","100"
"11-02-2019","19.6","66.4","0","100","100","100"
"12-02-2019","19.3","65.4","0.1","100","100","100"
"13-02-2019","19.2","64","0","100","100","100"
"14-02-2019","21.8","58.2","0","100","100","100"
"15-02-2019","19.8","70.6","0","100","100","100"
"16-02-2019","19.5","73.8","0","100","100","100"
"17-02-2019","20.5","67.8","0","100","100","100"
"18-02-2019","20","72.5","0","100","100","100"
"19-02-2019","22","70.5","0","100","100","100"
"20-02-2019","19.4","74","0","100","100","100"
"21-02-2019","19.8","75.5","0","100","100","100"
"22-02-2019","21.4","69.3","0","100","100","100"
"23-02-2019","21.8","62.6","0","100","100","100"
"24-02-2019","20.3","59.4","0","100","100","100"
"25-02-2019","19.2","54.9","0","100","100","100"
"26-02-2019","19.5","54.2","0","100","100","100"
"27-02-2019","19.6","54.8","0","100","100","100"
"28-02-2019","17.6","65.9","0","100","100","100"
"01-03-2019","19.8","63.6","0","100","100","100"
"02-03-2019","19.4","65.8","0","100","100","100"
"03-03-2019","18.3","65.4","0","100","100","100"
"04-03-2019","19.3","59.8","0","100","100","100"
"05-03-2019","19.7","56","0","100","100","100"
"06-03-2019","19.6","54.8","0","100","100","100"
"07-03-2019","18.4","57.8","0","100","100","100"
"08-03-2019","17.5","69.4","0","100","100","100"
"09-03-2019","18.7","67.4","0","100","100","100"
"10-03-2019","18.5","66.8","0","100","100","100"
"11-03-2019","18.4","64.2","0","100","100","100"
"12-03-2019","20.4","57.7","0","100","100","100"
"13-03-2019","17.9","69.6","0","100","100","100"
"14-03-2019","18.4","67","0","100","100","100"
"15-03-2019","17.4","62.3","0","100","100","100"
"16-03-2019","16.4","64","0","100","100","100"
"17-03-2019","18.2","66.9","0.1","100","100","100"
"18-03-2019","17.4","62.6","0","100","100","100"
"19-03-2019","16.6","53","0","100","100","100"
"20-03-2019","16.2","52.4","0","100","100","100"
"21-03-2019","16.1","56.8","0","71","71","71"
"22-03-2019","19.1","50.8","0","96","96","96"
"23-03-2019","","","","","",""
"24-03-2019","13.9","65.8","0","13","13","13"
"25-03-2019","16.7","65.3","0","100","100","100"
"26-03-2019","16.2","67.2","0","100","100","100"
"27-03-2019","15.8","74.2","0","100","100","100"
"28-03-2019","17.4","72","0","100","100","100"
"29-03-2019","16","74.8","0","100","100","100"
"30-03-2019","13","80.1","0.6","100","100","100"
"31-03-2019","16.2","76.2","0.5","100","100","100"
"01-04-2019","17.8","68.2","0.1","100","100","100"
"02-04-2019","18.4","67.9","0","100","100","100"
"03-04-2019","13.6","82.4","0","100","100","100"
"04-04-2019","18.2","70.6","0","100","100","100"
"05-04-2019","18.8","63.5","0","100","100","100"
"06-04-2019","19.3","60","0","100","100","100"
"07-04-2019","20.1","56.3","0","100","100","100"
"08-04-2019","16.3","70.4","0","100","100","100"
"09-04-2019","12.2","85.8","0","100","100","100"
"10-04-2019","17.5","61.9","0","100","100","100"
"11-04-2019","14.2","71.4","0","100","100","100"
"12-04-2019","10.7","87.2","0","100","100","100"
"13-04-2019","10","88.2","0","100","100","100"
"14-04-2019","12.4","75.4","0.1","100","100","100"
"15-04-2019","16.6","61","0","100","100","100"
"16-04-2019","17","55.4","0","100","100","100"
"17-04-2019","16.8","57.4","0","100","100","100"
"18-04-2019","12","78.1","0.2","100","100","100"
"19-04-2019","12.7","84.8","0","100","100","100"
"20-04-2019","14.4","73.1","0","100","100","100"
"21-04-2019","12.2","71.6","0","100","100","100"
"22-04-2019","12.5","73.4","0.1","100","100","100"
"23-04-2019","12.4","83","0","100","100","100"
"24-04-2019","11.7","86.9","1.6","100","100","100"
"25-04-2019","14","77.8","0.1","100","100","100"
"26-04-2019","13.7","70.1","0","100","100","100"
"27-04-2019","14.6","69.3","0","100","100","100"
"28-04-2019","15.7","66.2","0","100","100","100"
"29-04-2019","17.8","61.9","0","100","100","100"
"30-04-2019","13.6","63.4","0","100","100","100"
"01-05-2019","14.1","55.6","0","100","100","100"
"02-05-2019","16.6","48.7","0","100","100","100"
"03-05-2019","16.8","67.8","0","100","100","100"
"04-05-2019","15.1","76.8","0","100","100","100"
"05-05-2019","14.2","78.4","0","100","100","100"
"06-05-2019","15.6","73.5","0","100","100","100"
"07-05-2019","13.6","80.9","0","100","100","100"
"08-05-2019","9.4","94.6","0.1","100","100","100"
"09-05-2019","11.9","72.1","0","100","100","100"
"10-05-2019","10.6","69.6","0.1","100","100","100"
"11-05-2019","10","64.8","0","100","100","100"
"12-05-2019","12","60.3","0","100","100","100"
"13-05-2019","15","58.2","0","100","100","100"
"14-05-2019","14.2","63","0","100","100","100"
"15-05-2019","11","73.6","0","100","100","100"
"16-05-2019","9.8","86.2","0.1","100","100","100"
"17-05-2019","10.7","75.8","0","100","100","100"
"18-05-2019","12.4","66.6","0","100","100","100"
"19-05-2019","7.8","74.8","0","100","100","100"
"20-05-2019","7.8","70.6","0","100","100","100"
"21-05-2019","7","68.8","0","100","100","100"
"22-05-2019","8.5","63.6","0","100","100","100"
"23-05-2019","10.2","56.2","0","100","100","100"
"24-05-2019","10.2","52.9","0","100","100","100"
"25-05-2019","11","66.9","0","100","100","100"
"26-05-2019","9.9","70.6","0","100","100","100"
"27-05-2019","9.4","69.6","0","100","100","100"
"28-05-2019","10.4","65.6","0","100","100","100"
"29-05-2019","14.3","59.8","1.6","100","100","100"
"30-05-2019","11.5","75.8","3","100","100","100"
"31-05-2019","11","76.6","0.2","100","100","100"
"01-06-2019","8.3","77.2","0","100","100","100"
"02-06-2019","11.6","65.2","0","100","100","100"
"03-06-2019","11.1","59.5","0","100","100","100"
"04-06-2019","12.5","63.4","0","100","100","100"
"05-06-2019","11.6","63.8","0","100","100","100"
"06-06-2019","11.2","74.3","0","100","100","100"
"07-06-2019","9.8","67.6","0","100","100","100"
"08-06-2019","10.1","61.1","0","100","100","100"
"09-06-2019","10.6","55.2","0","100","100","100"
"10-06-2019","11.3","60.8","0","100","100","100"
"11-06-2019","9.5","76.8","0","100","100","100"
"12-06-2019","8.4","69.4","0.2","100","100","100"
"13-06-2019","7","85.6","12","100","100","100"
"14-06-2019","6.1","83.1","0.2","100","100","100"
"15-06-2019","9.5","73.4","1.5","100","100","100"
"16-06-2019","7.7","70.4","0","100","100","100"
"17-06-2019","6.1","78.3","0.9","100","100","100"
"18-06-2019","8.2","66.4","0.4","100","100","100"
"19-06-2019","9.6","64.3","0","100","100","100"
"20-06-2019","10.4","67.9","0","100","100","100"
"21-06-2019","9.8","77.8","0","100","100","100"
"22-06-2019","10.4","68.2","0","100","100","100"
"23-06-2019","9.4","71.4","0","100","100","100"
"24-06-2019","5.4","82","3.3","100","100","100"
"25-06-2019","5.2","63.9","0.1","100","100","100"
"26-06-2019","6.6","69.8","0","100","100","100"
"27-06-2019","7.2","79.2","0","100","100","100"
"28-06-2019","7","79.9","0","100","100","100"
"29-06-2019","7.4","87.9","5.7","100","100","100"
"30-06-2019","8.5","79.2","0.1","100","100","100"
"01-07-2019","7.4","69.4","0.1","100","100","100"
"02-07-2019","7.3","67.7","0.1","100","100","100"
"03-07-2019","8.3","64.8","0","100","100","100"
"04-07-2019","8.2","70.6","0.1","100","100","100"
"05-07-2019","11.1","63","0","67","67","67"
"06-07-2019","8.4","76.8","0","75","75","75"
"07-07-2019","9.2","84.4","0","100","100","100"
"08-07-2019","10.4","81.5","0","100","100","100"
"09-07-2019","10.2","77.3","0","100","100","100"
"10-07-2019","7.6","83.3","0.1","100","100","100"
"11-07-2019","9.2","76.3","0.3","100","100","100"
"12-07-2019","8.2","77.2","0.1","100","100","100"
"13-07-2019","7.6","71.8","0.2","100","100","100"
"14-07-2019","8.2","67.8","0","100","100","100"
"15-07-2019","10.4","62.6","0","71","71","71"
"16-07-2019","9.8","65.2","0","92","92","92"
"17-07-2019","7.6","81.6","0","100","100","100"
"18-07-2019","11.5","68.9","0","100","100","100"
"19-07-2019","8.6","73.2","0","100","100","100"
"20-07-2019","10.5","60.2","0","100","100","100"
"21-07-2019","3.8","90.7","4.7","100","100","100"
"22-07-2019","4.4","72.8","0.1","100","100","100"
"23-07-2019","5.4","71.6","0","100","100","100"
"24-07-2019","6.7","69.8","0","100","100","100"
"25-07-2019","7.7","74.4","0.1","100","100","100"
"26-07-2019","9.8","68.8","0","100","100","100"
"27-07-2019","9.2","71.4","0","100","100","100"
"28-07-2019","9","73.8","1.1","100","100","100"
"29-07-2019","14.2","73.3","0.9","100","100","100"
"30-07-2019","15.8","65.2","0","100","100","100"
"31-07-2019","10.4","84.9","0","100","100","100"
"01-08-2019","9.2","65.1","0","83","83","83"
"02-08-2019","9.7","55","0","100","100","100"
"03-08-2019","12.2","52.2","0","100","100","100"
"04-08-2019","13.8","51.4","0","100","100","100"
"05-08-2019","8.4","82.1","0","100","100","100"
"06-08-2019","9.9","77.4","0","100","100","100"
"07-08-2019","8.4","66.7","0","100","100","100"
"08-08-2019","5.8","65.5","0","100","100","100"
"09-08-2019","6.6","67.7","0","100","100","100"
"10-08-2019","8.2","63.4","0","100","100","100"
"11-08-2019","7.8","69.2","0","100","100","100"
"12-08-2019","10.2","60.3","0","100","100","100"
"13-08-2019","12.2","52.4","0","100","100","100"
"14-08-2019","13.7","56.6","0","100","100","100"
"15-08-2019","8.2","85.2","0.1","100","100","100"
"16-08-2019","9","78.2","0","100","100","100"
"17-08-2019","8.8","71","0","100","100","100"
"18-08-2019","9.8","78.4","0","100","100","100"
"19-08-2019","9.6","75.3","0","100","100","100"
"20-08-2019","17.4","47.6","0","100","100","100"
"21-08-2019","10.1","71.4","0","100","100","100"
"22-08-2019","16.3","56","0","100","100","100"
"23-08-2019","16.1","58.3","0","100","100","100"
"24-08-2019","16.2","56.8","0","100","100","100"
"25-08-2019","15.3","61.4","0","100","100","100"
"26-08-2019","15.3","58","0","100","100","100"
"27-08-2019","16.2","57","0","100","100","100"
"28-08-2019","17.4","53.2","0","100","100","100"
"29-08-2019","13.2","73.8","0","100","100","100"
"30-08-2019","12.7","65.4","0","100","100","100"
"31-08-2019","11.5","57.4","0","100","100","100"
"01-09-2019","12","55.6","0","100","100","100"
"02-09-2019","11.1","52.6","0","100","100","100"
"03-09-2019","11.6","52.6","0","100","100","100"
"04-09-2019","13.5","59.4","0","100","100","100"
"05-09-2019","13","63","0","100","100","100"
"06-09-2019","12.2","71.6","0","100","100","100"
"07-09-2019","12","71.8","0","100","100","100"
"08-09-2019","10.6","72.9","0","100","100","100"
"09-09-2019","10.2","77.6","1.5","100","100","100"
"10-09-2019","10.6","70.2","0.1","100","100","100"
"11-09-2019","12","63.6","0.4","100","100","100"
"12-09-2019","14.4","53.6","0","100","100","100"
"13-09-2019","13.2","61.9","0","100","100","100"
"14-09-2019","12.7","72.8","0","100","100","100"
"15-09-2019","12.4","66.4","0","100","100","100"
"16-09-2019","12.5","61.2","0","100","100","100"
"17-09-2019","11.6","65.8","0","100","100","100"
"18-09-2019","11.6","69","0","100","100","100"
"19-09-2019","10.7","69","0","100","100","100"
"20-09-2019","13.1","45.8","0","100","100","100"
"21-09-2019","14","47.6","0","100","100","100"
"22-09-2019","14.4","58.7","0","100","100","100"
"23-09-2019","14.6","67.1","0","100","100","100"
"24-09-2019","14.7","68.8","0","100","100","100"
"25-09-2019","14.4","67.2","0.1","100","100","100"
"26-09-2019","14","77.5","0.1","100","100","100"
"27-09-2019","14.3","68.2","0","100","100","100"
"28-09-2019","14.5","61.6","0","100","100","100"
"29-09-2019","12","77.4","0","100","100","100"
"30-09-2019","11","78.6","0","100","100","100"
"01-10-2019","9.9","67.4","0.3","100","100","100"
"02-10-2019","8.9","60.7","0","100","100","100"
"03-10-2019","9.8","59.8","0","100","100","100"
"04-10-2019","11.2","59.5","0","96","96","96"
"05-10-2019","12.2","53.7","0","100","100","100"
"06-10-2019","15","52.2","0","100","100","100"
"07-10-2019","17","57.2","0","100","100","100"
"08-10-2019","20.2","49.4","0","100","100","100"
"09-10-2019","21.6","41.8","0","100","100","100"
"10-10-2019","18.8","48.4","0","100","100","100"
"11-10-2019","15.8","67.4","0","100","100","100"
"12-10-2019","13.4","79","0","100","100","100"
"13-10-2019","17.5","62.1","0","100","100","100"
"14-10-2019","13.6","73.4","0.4","100","100","100"
"15-10-2019","15","63","0.1","100","100","100"
"16-10-2019","12.9","67.9","0","100","100","96"
"17-10-2019","15.4","56.8","0","100","100","100"
"18-10-2019","15.6","58.8","0","100","100","100"
"19-10-2019","12.4","74.4","0","100","100","100"
"20-10-2019","15.6","55.2","0","100","100","100"
"21-10-2019","16.3","55.1","0","100","100","100"
"22-10-2019","17.9","48.8","0","100","100","100"
"23-10-2019","16.1","54","0","100","100","100"
"24-10-2019","16.8","61.4","0","100","100","100"
"25-10-2019","17.4","52.2","0","100","100","100"
"26-10-2019","16.5","57.4","0","100","100","100"
"27-10-2019","15.4","65.4","0","100","100","100"
"28-10-2019","14","54.9","0","100","100","100"
"29-10-2019","12.4","56.4","0","100","100","100"
"30-10-2019","15.6","50.9","0","100","100","100"
"31-10-2019","16.4","56.6","0","100","100","100"
"01-11-2019","15.2","55.8","0","100","100","100"
"02-11-2019","17.8","57","0","100","100","100"
"03-11-2019","16.8","61.2","0","100","100","100"
"04-11-2019","14.6","67.6","0","100","100","100"
"05-11-2019","17.7","57.6","0","100","100","100"
"06-11-2019","19","54.2","0","100","100","100"
"07-11-2019","22.2","40.8","0","100","100","100"
"08-11-2019","18.9","55.2","0","96","96","96"
"09-11-2019","21","53.1","0","100","100","100"
"10-11-2019","20.8","50.6","0","100","100","100"
"11-11-2019","17","69.5","0","100","100","100"
"12-11-2019","18.6","66.8","0","100","100","100"
"13-11-2019","20.4","66.4","0","100","100","100"
"14-11-2019","21.7","51.3","0","100","100","100"
"15-11-2019","21.8","49.7","0","100","100","100"
"16-11-2019","22.5","53.4","0","100","100","100"
"17-11-2019","19.4","53","0","100","100","100"
