id,Year,Field,Variety,Kg_He,Area_He,B1_median,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,B8_median,B8A_median,B9_median,B10_median,B11_median,B12_median,EVI_median,GNDVI_median,NDWI_median,NDVI_median,VH_median,VV_median,min_Temp,max_Temp,mean_Temp,sum_Temp,median_Temp,stdv_Temp,min_Hum,max_Hum,mean_Hum,sum_Hum,median_Hum,stdv_Hum,min_GGD,max_GGD,mean_GGD,sum_GGD,median_GGD,stdv_GGD,min_Evapo,max_Evapo,mean_Evapo,sum_Evapo,median_Evapo,stdv_Evapo,N.Unit.He,K20.Unit.He,P.Unit.He,CaO.Unit.He,MgO.Unit.He
1,2018,THOMPSON 00,THOMPSON,42209.0201385266,9.6,0.053501676768065,0.083110623061657,0.113299861550331,0.089311555027962,0.146807268261909,0.375273734331131,0.466426193714142,0.46991229057312,0.485882699489594,0.51758486032486,-0.011307606473565,0.188212886452675,0.094704784452915,0.680005729198456,0.604619920253754,0.427910029888153,0.677095055580139,-16.5077819824219,-10.0051326751709,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2,2018,THOMPSON 07,THOMPSON,37818.0558368301,3.4,0.013593937270343,0.018888175487518,0.055581670254469,0.031618427485228,0.101539261639118,0.327891737222672,0.397884994745255,0.401049375534058,0.41830837726593,0.446649849414825,-0.01006926689297,0.17071907222271,0.088945768773556,0.634025275707245,0.756133556365967,0.40047886967659,0.847274422645569,-16.248556137085,-9.68679714202881,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
3,2018,THOMPSON 08,THOMPSON,47094.339901664,3.4,0.012302482500672,0.020551700145006,0.055386062711477,0.034721206873655,0.102818101644516,0.320567190647125,0.390725672245026,0.389199763536453,0.410202354192734,0.453070104122162,-0.003589422442019,0.176646068692207,0.094503566622734,0.612930953502655,0.748039364814758,0.37556916475296,0.831193268299103,-16.4740524291992,-10.1961164474487,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
4,2018,THOMPSON 96,THOMPSON,39653.8641769946,9.5,0.012006487697363,0.018646143376827,0.054411936551333,0.031018441542983,0.100308418273926,0.321570664644241,0.388424217700958,0.393149971961975,0.408651202917099,0.460987567901611,-0.004402846097946,0.173222094774246,0.090196348726749,0.625486195087433,0.757309317588806,0.389273464679718,0.847270905971527,-16.2871837615967,-9.79851150512695,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
5,2018,CRIMSON 99-00,CRIMSON,48920.0149331063,12.2,0.017564488574863,0.022513952106237,0.061412766575813,0.033550098538399,0.114661604166031,0.37584576010704,0.452298671007156,0.455062806606293,0.471012264490128,0.517418682575226,0.013489678502083,0.188323363661766,0.092664279043675,0.703744888305664,0.750384330749512,0.413973301649094,0.854656934738159,-15.9669618606567,-9.24606704711914,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,80,160,40,32,80
6,2018,CRIMSON 04,CRIMSON,45584.6351038506,2.4,0.024855904281139,0.025656666606665,0.065073817968369,0.040003288537264,0.120869100093842,0.355006903409958,0.41437229514122,0.418749988079071,0.432387441396713,0.476522892713547,0.03850070387125,0.194390416145325,0.106314301490784,0.643236637115479,0.722961127758026,0.363921165466309,0.815956354141235,-16.1405544281006,-9.16636371612549,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,80,160,30,32,40
7,2018,TIMCO 14 CR,TIMCO,48340.1290910048,4.1,0.027526862919331,0.035897675901651,0.064947992563248,0.060847189277411,0.117678068578243,0.285199731588364,0.336130797863007,0.341821223497391,0.356219053268433,0.432389765977859,0.05733198672533,0.19961903989315,0.128392904996872,0.490499824285507,0.666006684303284,0.261078864336014,0.693506717681885,-17.0051403045654,-10.0813856124878,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,78,120,30,0,40
8,2018,INIAGRAPE ONE 14,INIAGRAPEONE,56278.9473684211,1.1,0.024227946996689,0.031538333743811,0.061816029250622,0.058006405830383,0.115980625152588,0.277184218168259,0.331396758556366,0.334031105041504,0.355627536773682,0.423700362443924,0.014896753244102,0.204978853464127,0.128603577613831,0.475412100553513,0.67885559797287,0.247109681367874,0.69848620891571,-16.5029582977295,-9.917724609375,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,140,200,70,48,50
9,2018,SABLE 14,SABLE,36081.6737588652,4.2,0.013068362139165,0.022246729582548,0.065033033490181,0.034569885581732,0.114521786570549,0.353864043951035,0.435075849294662,0.439686954021454,0.45673868060112,0.492122530937195,0.037243664264679,0.192168831825256,0.097499400377274,0.672089815139771,0.751243531703949,0.396148353815079,0.852315068244934,-17.501932144165,-10.6928415298462,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,63,120,40,14.4,40
10,2019,THOMPSON 00,THOMPSON,31973.8020833333,9.6,0.06478762626648,0.09440229088068,0.117227703332901,0.114752523601055,0.154567539691925,0.251577168703079,0.283513695001602,0.293536335229874,0.307472378015518,0.429393500089645,0.038526106625795,0.218130648136139,0.131625637412071,0.351125985383987,0.426910191774368,0.143706992268562,0.433654725551605,-16.7751426696777,-9.96885395050049,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,40
