id,Year,Field,Variety,Kg_He,Area_He,B1_stdev,B2_stdev,B3_stdev,B4_stdev,B5_stdev,B6_stdev,B7_stdev,B8_stdev,B8A_stdev,B9_stdev,B10_stdev,B11_stdev,B12_stdev,EVI_stdev,GNDVI_stdev,NDMI_stdev,NDVI_stdev,VH_stdev,VV_stdev,min_Temp,max_Temp,mean_Temp,sum_Temp,median_Temp,stdv_Temp,min_Hum,max_Hum,mean_Hum,sum_Hum,median_Hum,stdv_Hum,min_GGD,max_GGD,mean_GGD,sum_GGD,median_GGD,stdv_GGD,min_Evapo,max_Evapo,mean_Evapo,sum_Evapo,median_Evapo,stdv_Evapo,N.Unit.He,K20.Unit.He,P.Unit.He,CaO.Unit.He,MgO.Unit.He
1,2018,THOMPSON 00,THOMPSON,42209.0201385266,9.6,0.00752137927338481,0.00643124477937818,0.0057688532397151,0.00769459875300527,0.00753269717097282,0.0695090293884277,0.0991549640893936,0.0981961339712143,0.0988275706768036,0.0906699076294899,0.0995013788342476,0.015121447853744,0.01952282525599,0.162173673510551,0.0961543023586273,0.153306111693382,0.118771195411682,1.38791036605835,1.38425195217133,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2,2018,THOMPSON 07,THOMPSON,37818.0558368301,3.4,0.0134788891300559,0.011913656257093,0.00631629396229982,0.0198479406535625,0.00835567340254784,0.0839562192559242,0.1136759147048,0.114827819168568,0.112711168825626,0.114650562405586,0.113371647894382,0.0172561928629875,0.0329437702894211,0.204391419887543,0.111108370125294,0.20218899846077,0.182011976838112,1.42056810855865,1.27722835540771,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
3,2018,THOMPSON 08,THOMPSON,47094.339901664,3.4,0.0130545115098357,0.0116359572857618,0.00647990545257926,0.0192105248570442,0.00868426635861397,0.0690740495920181,0.0943613946437836,0.0916803479194641,0.0912665128707886,0.0993166342377663,0.13712802529335,0.0292950514703989,0.0405845977365971,0.173214837908745,0.0967993512749672,0.202847391366959,0.162234455347061,1.4161319732666,1.39683938026428,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
4,2018,THOMPSON 96,THOMPSON,39653.8641769946,9.5,0.0128178549930453,0.0110609456896782,0.00600493978708982,0.0179131273180246,0.00779222045093775,0.0771457478404045,0.104933574795723,0.104938983917236,0.103044532239437,0.108868032693863,0.435334056615829,0.0227534472942352,0.0354491323232651,0.187382936477661,0.099851205945015,0.202510237693787,0.164323523640633,1.51876986026764,1.47929155826569,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
5,2018,CRIMSON 99-00,CRIMSON,48920.0149331063,12.2,0.0107901021838188,0.00910026859492064,0.00478213233873248,0.0166672021150589,0.00732950819656253,0.0865572839975357,0.114474825561047,0.111727617681026,0.110450319945812,0.104832962155342,0.12124615162611,0.0254324749112129,0.0366816818714142,0.191293597221375,0.0855631604790688,0.202903941273689,0.149370536208153,1.47262859344482,1.36395585536957,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,80,160,40,32,80
6,2018,CRIMSON 04,CRIMSON,45584.6351038506,2.4,0.0126445898786187,0.0105511341243982,0.00574065838009119,0.0167213696986437,0.00737397326156497,0.0805008187890053,0.106671653687954,0.106432095170021,0.10407817363739,0.102082066237926,0.215431585907936,0.0184647813439369,0.0312931947410107,0.182249516248703,0.0887501314282417,0.181126937270164,0.144526749849319,1.50851929187775,1.43283998966217,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,80,160,30,32,40
7,2018,TIMCO 14 CR,TIMCO,48340.1290910048,4.1,0.0177172794938087,0.0193942002952099,0.0157349556684494,0.0327400751411915,0.0221688766032457,0.0597455576062202,0.0848633423447609,0.0844911709427834,0.0811866968870163,0.0859176591038704,0.143174916505814,0.0388003699481487,0.0520138554275036,0.189181685447693,0.128201574087143,0.200939953327179,0.204184398055077,1.65984451770782,1.60745584964752,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,78,120,30,0,40
8,2018,INIAGRAPE ONE 14,INIAGRAPEONE,56278.9473684211,1.1,0.0143616963177919,0.0154298916459084,0.0121460659429431,0.0268732756376266,0.0182701107114553,0.0534715242683887,0.0762519612908363,0.0732073187828064,0.0716507658362389,0.0754165053367615,0.150698319077492,0.0408044904470444,0.0490104556083679,0.162552610039711,0.112605363130569,0.199317947030067,0.184999719262123,2.08211827278137,1.57744061946869,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,140,200,70,48,50
9,2018,SABLE 14,SABLE,36081.6737588652,4.2,0.0157491993159056,0.0154246343299747,0.00749407289549708,0.0307115409523249,0.0142001919448376,0.0895715579390526,0.123146049678326,0.120670661330223,0.118539296090603,0.108289390802383,0.431235253810883,0.0441872887313366,0.0608404874801636,0.235822677612305,0.12110597640276,0.250748515129089,0.219283998012543,2.10496425628662,1.95264637470245,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,63,120,40,14.4,40
10,2019,THOMPSON 00,THOMPSON,31973.8020833333,9.6,0.0102208955213428,0.0109705654904246,0.00574408285319805,0.0202203243970871,0.008709448389709,0.0730390027165413,0.103689610958099,0.0996914058923721,0.101015895605087,0.0785614922642708,0.186082035303116,0.0326266475021839,0.0352880470454693,0.203712090849876,0.120112970471382,0.199962392449379,0.170920893549919,1.5772922039032,1.6086038351059,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,40
11,2019,THOMPSON 07,THOMPSON,27008.0882352941,3.4,0.00633303821086884,0.00602146098390222,0.00473170960322022,0.00846446957439184,0.00402378477156162,0.0369057692587376,0.0482885092496872,0.0499326139688492,0.0499952025711536,0.0889515206217766,0.120419658720493,0.0127583229914308,0.020071979612112,0.131749048829079,0.078833743929863,0.105627112090588,0.0969057679176331,1.44955468177795,1.31458842754364,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,50
