B1_mean,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B9_mean,B10_mean,B11_mean,B12_mean,EVI_mean,GNDVI_mean,NDMI_mean,NDVI_mean,VH_mean,VV_mean,Year,Field
0.0250554252415895,0.0336935818195343,0.0687889158725739,0.0596551075577736,0.118036195635796,0.292096793651581,0.347598761320114,0.352807313203812,0.366855084896088,0.442192286252975,0.118288628757,0.199992373585701,0.129969611763954,0.499130129814148,0.65416294336319,0.258900701999664,0.686761140823364,-17.6277313232422,-11.1514234542847,2018,ARRA 15 CR
0.0373698249459267,0.0431380942463875,0.0749599859118462,0.0774131119251251,0.129726365208626,0.26295331120491,0.306195050477982,0.312337130308151,0.32759153842926,0.371132999658585,0.0545452237129211,0.223541066050529,0.162606403231621,0.393902987241745,0.566134393215179,0.123626239597797,0.544185876846313,-17.4502620697021,-10.6544351577759,2019,ARRA 15 CR
0.0242013558745384,0.0293261799961329,0.0654154345393181,0.0519263334572315,0.114929303526878,0.315313428640366,0.38385209441185,0.393010646104813,0.409262508153915,0.451831966638565,0.0682509168982506,0.200226232409477,0.117745436728001,0.573521375656128,0.700736105442047,0.31105625629425,0.748138785362244,-17.933666229248,-11.1956796646118,2020,ARRA 15 CR
0.0269045531749725,0.0283778104931116,0.0653277710080147,0.0460201017558575,0.12052795290947,0.327930271625519,0.387241959571838,0.393886268138885,0.406633853912354,0.459817826747894,0.108877502381802,0.199543938040733,0.117351248860359,0.587063372135162,0.693216502666473,0.297726184129715,0.759088397026062,-16.157922744751,-9.25057601928711,2018,CRIMSON 04
0.0414883196353912,0.0411747731268406,0.0691684409976006,0.071314699947834,0.127453595399857,0.256045043468475,0.295660763978958,0.306621700525284,0.322766482830048,0.399252384901047,0.133738130331039,0.242582514882088,0.168350875377655,0.406376570463181,0.601492702960968,0.0916875153779984,0.583285570144653,-16.9647350311279,-9.90539455413818,2019,CRIMSON 04
0.0388320200145245,0.0394361540675163,0.0664619281888008,0.0717134103178978,0.125039145350456,0.234788313508034,0.267536848783493,0.280244082212448,0.293499231338501,0.421145677566528,1.17552089691162,0.236161917448044,0.164410516619682,0.366421937942505,0.606508433818817,0.0764051750302315,0.580003023147583,-16.9363269805908,-10.1336641311646,2020,CRIMSON 04
0.0199258532375097,0.0244449470192194,0.0620964765548706,0.0400768853724003,0.114844173192978,0.340352445840836,0.406903684139252,0.41392308473587,0.427672863006592,0.504380941390991,0.0378285385668278,0.196827188134193,0.108288906514645,0.624481081962585,0.71687650680542,0.323267012834549,0.789492309093475,-16.0767154693604,-9.28785133361816,2018,CRIMSON 99-00
0.0308959558606148,0.0386701636016369,0.0661208629608154,0.0705366656184196,0.122333407402039,0.246826678514481,0.287940859794617,0.299212276935577,0.316118389368057,0.393357455730438,0.139807611703873,0.246799319982529,0.172086119651794,0.390354543924332,0.600031077861786,0.064928911626339,0.567343294620514,-17.0024814605713,-9.97220039367676,2019,CRIMSON 99-00
0.0415658913552761,0.0497996397316456,0.0729611963033676,0.0889118611812592,0.131908267736435,0.213941141963005,0.243312165141106,0.258327960968018,0.272790938615799,0.426303088665009,2.68781447410583,0.257745057344437,0.190870895981789,0.29534438252449,0.544653177261353,-0.0085470462217927,0.471676200628281,-17.1320819854736,-10.2391319274902,2020,CRIMSON 99-00
0.0261410214006901,0.0335081443190575,0.0627125725150108,0.0627178549766541,0.115547634661198,0.264090210199356,0.31785061955452,0.325243294239044,0.342964738607407,0.427466779947281,0.0634569004178047,0.215535685420036,0.143511310219765,0.449863195419312,0.656383991241455,0.188694834709167,0.651482582092285,-16.8908348083496,-10.1259527206421,2018,INIAGRAPE ONE 14
0.0352938286960125,0.0448051132261753,0.0696842595934868,0.0837602242827415,0.125349685549736,0.219325318932533,0.256037771701813,0.268393605947495,0.284300655126572,0.340358883142471,0.0625375062227249,0.243918687105179,0.181064262986183,0.319809317588806,0.567111372947693,0.0395681746304035,0.502626657485962,-18.6327877044678,-11.3972425460815,2019,INIAGRAPE ONE 14
0.0232042316347361,0.0273432228714228,0.0579875260591507,0.0530519969761372,0.109113618731499,0.287803798913956,0.356828033924103,0.372027188539505,0.381042093038559,0.418852984905243,0.189193159341812,0.200253993272781,0.126400962471962,0.535816133022308,0.711483061313629,0.28543084859848,0.727577686309814,-18.2047328948975,-11.3799390792847,2020,INIAGRAPE ONE 14
0.0408767350018024,0.0569833740592003,0.0843740776181221,0.102430030703545,0.141530975699425,0.226931214332581,0.256715625524521,0.260639369487762,0.276782602071762,0.360103994607925,0.11229731887579,0.235405743122101,0.185099065303802,0.272057265043259,0.508266866207123,0.0490897446870804,0.433748930692673,-18.6881446838379,-12.3448362350464,2018,INIAGRAPE ONE 15
0.0232235323637724,0.0340074934065342,0.0614648647606373,0.0623273029923439,0.110280446708202,0.251681983470917,0.300995826721191,0.306181818246841,0.320244938135147,0.375345051288605,0.0280729476362467,0.194254398345947,0.135129794478416,0.42161950469017,0.630667805671692,0.19527705013752,0.622015476226807,-16.9970798492432,-10.084490776062,2019,INIAGRAPE ONE 15
0.0131427999585867,0.023748030886054,0.0542261861264706,0.045318491756916,0.10107259452343,0.295081585645676,0.36955326795578,0.378198027610779,0.393057107925415,0.451922655105591,0.104792512953281,0.187477245926857,0.110010176897049,0.565001904964447,0.736813604831696,0.327416479587555,0.771281480789185,-17.0870018005371,-10.5397844314575,2020,INIAGRAPE ONE 15
0.0193389859050512,0.028650002554059,0.0663399696350098,0.0519587807357311,0.117303103208542,0.323666214942932,0.394440740346909,0.403176963329315,0.418858110904694,0.502395153045654,0.187733635306358,0.218068853020668,0.133760377764702,0.577282309532166,0.68600070476532,0.265429884195328,0.726170778274536,-17.6726856231689,-10.8396644592285,2018,SABLE 14
0.130851849913597,0.166849076747894,0.180935099720955,0.177926257252693,0.207997962832451,0.293926388025284,0.326079428195953,0.332598954439163,0.348421216011047,0.399579793214798,0.0853589996695518,0.270173966884613,0.177587047219276,0.34763514995575,0.301990807056427,0.0738528743386269,0.28756108880043,-18.1635112762451,-11.1045503616333,2019,SABLE 14
0.132230043411255,0.178464666008949,0.197919696569443,0.198423758149147,0.225632056593895,0.308703601360321,0.339575618505478,0.346432000398636,0.356417447328568,0.429288327693939,0.394790977239609,0.247568696737289,0.155989870429039,0.302215099334717,0.265333563089371,0.151064515113831,0.261817157268524,-17.6570339202881,-10.7004890441895,2020,SABLE 14
