Year,Field,B1_median,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,B8_median,B8A_median,B9_median,B10_median,B11_median,B12_median,EVI_median,GNDVI_median,NDMI_median,NDVI_median,VH_median,VV_median,min_Temp,max_Temp,mean_Temp,sum_Temp,median_Temp,stdv_Temp,min_Hum,max_Hum,mean_Hum,sum_Hum,median_Hum,stdv_Hum,min_GGD,max_GGD,mean_GGD,sum_GGD,median_GGD,stdv_GGD,min_Evapo,max_Evapo,mean_Evapo,sum_Evapo,median_Evapo,stdv_Evapo,N.Unit.He,K20.Unit.He,P.Unit.He,CaO.Unit.He,MgO.Unit.He
2018,CRIMSON 04,0.0248559042811394,0.0256566666066647,0.0650738179683685,0.0400032885372639,0.120869100093842,0.355006903409958,0.41437229514122,0.418749988079071,0.432387441396713,0.476522892713547,0.0385007038712502,0.194390416145325,0.106314301490784,0.643236637115479,0.722961127758026,0.363921165466309,0.815956354141235,-16.1405544281006,-9.16636371612549,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,80,160,30,32,40
2018,CRIMSON 99-00,0.0175644885748625,0.0225139521062374,0.0614127665758133,0.0335500985383987,0.114661604166031,0.37584576010704,0.452298671007156,0.455062806606293,0.471012264490128,0.517418682575226,0.0134896785020828,0.188323363661766,0.0926642790436745,0.703744888305664,0.750384330749512,0.413973301649094,0.854656934738159,-15.9669618606567,-9.24606704711914,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,80,160,40,32,80
2018,INIAGRAPE ONE 14,0.0242279469966888,0.0315383337438107,0.0618160292506218,0.0580064058303833,0.115980625152588,0.277184218168259,0.331396758556366,0.334031105041504,0.355627536773682,0.423700362443924,0.014896753244102,0.204978853464127,0.128603577613831,0.475412100553513,0.67885559797287,0.247109681367874,0.69848620891571,-16.5029582977295,-9.917724609375,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,140,200,70,48,50
2018,INIAGRAPE ONE 15,0.0385277010500431,0.0538634806871414,0.084024079144001,0.0996706038713455,0.144575193524361,0.230862990021706,0.265521317720413,0.26874315738678,0.283541172742844,0.356884688138962,0.0404156111180782,0.233006954193115,0.179735586047173,0.292663335800171,0.523059010505676,0.0768546983599663,0.454777717590332,-18.5613784790039,-12.3442716598511,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,60,0,0,0,0
2018,SABLE 14,0.0130683621391654,0.0222467295825481,0.065033033490181,0.0345698855817318,0.114521786570549,0.353864043951035,0.435075849294662,0.439686954021454,0.45673868060112,0.492122530937195,0.037243664264679,0.192168831825256,0.0974994003772736,0.672089815139771,0.751243531703949,0.396148353815079,0.852315068244934,-17.501932144165,-10.6928415298462,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,63,120,40,14.4,40
2018,SABLE 16,0.0363890752196312,0.0534948073327541,0.0872466638684273,0.0970111936330795,0.143331810832024,0.246056139469147,0.276631265878677,0.273021668195724,0.293137401342392,0.376964241266251,0.0446587540209293,0.212953686714172,0.164082258939743,0.274316996335983,0.489215701818466,0.0895220786333084,0.416557013988495,-18.81374168396,-11.4996824264526,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,60,0,0,0,0
2018,THOMPSON 00,0.0535016767680645,0.083110623061657,0.113299861550331,0.0893115550279617,0.146807268261909,0.375273734331131,0.466426193714142,0.46991229057312,0.485882699489594,0.51758486032486,-0.0113076064735651,0.188212886452675,0.0947047844529152,0.680005729198456,0.604619920253754,0.427910029888153,0.677095055580139,-16.5077819824219,-10.0051326751709,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2018,THOMPSON 07,0.0135939372703433,0.0188881754875183,0.0555816702544689,0.0316184274852276,0.101539261639118,0.327891737222672,0.397884994745255,0.401049375534058,0.41830837726593,0.446649849414825,-0.0100692668929696,0.17071907222271,0.0889457687735558,0.634025275707245,0.756133556365967,0.40047886967659,0.847274422645569,-16.248556137085,-9.68679714202881,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2018,THOMPSON 08,0.0123024825006723,0.0205517001450062,0.0553860627114773,0.0347212068736553,0.102818101644516,0.320567190647125,0.390725672245026,0.389199763536453,0.410202354192734,0.453070104122162,-0.00358942244201899,0.176646068692207,0.0945035666227341,0.612930953502655,0.748039364814758,0.37556916475296,0.831193268299103,-16.4740524291992,-10.1961164474487,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2018,THOMPSON 96,0.0120064876973629,0.0186461433768272,0.0544119365513325,0.0310184415429831,0.100308418273926,0.321570664644241,0.388424217700958,0.393149971961975,0.408651202917099,0.460987567901611,-0.00440284609794617,0.173222094774246,0.0901963487267494,0.625486195087433,0.757309317588806,0.389273464679718,0.847270905971527,-16.2871837615967,-9.79851150512695,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2018,TIMCO 14 CR,0.0275268629193306,0.0358976759016514,0.0649479925632477,0.0608471892774105,0.117678068578243,0.285199731588364,0.336130797863007,0.341821223497391,0.356219053268433,0.432389765977859,0.0573319867253304,0.19961903989315,0.128392904996872,0.490499824285507,0.666006684303284,0.261078864336014,0.693506717681885,-17.0051403045654,-10.0813856124878,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,78,120,30,0,40
2019,CRIMSON 04,0.0449153743684292,0.0448749549686909,0.0693158209323883,0.0739199221134186,0.126214444637299,0.233310043811798,0.263512134552002,0.274448812007904,0.289836674928665,0.400598376989365,0.0706083402037621,0.242159098386765,0.168304726481438,0.364276140928268,0.59172397851944,0.0616227313876152,0.572272479534149,-16.6549510955811,-9.68681907653809,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,80,160,30,32,40
2019,CRIMSON 99-00,0.0339876413345337,0.0420040786266327,0.0663464888930321,0.0751492455601692,0.122633777558804,0.221985086798668,0.252080678939819,0.263105154037476,0.280326336622238,0.402543395757675,0.06382866948843,0.251083076000214,0.176867991685867,0.333925038576126,0.580294251441956,0.0160137489438057,0.540418326854706,-16.5008888244629,-9.74841594696045,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,160,320,60,64,80
2019,INIAGRAPE ONE 14,0.0349963754415512,0.0468824245035648,0.0713076889514923,0.08785430341959,0.128221958875656,0.215722784399986,0.248462527990341,0.258793026208878,0.27775713801384,0.33482563495636,0.0499507337808609,0.25124117732048,0.184015229344368,0.297866076231003,0.557774722576141,0.0153874745592475,0.489334940910339,-18.2224960327148,-11.4376211166382,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,158,200,30,62.4,0
2019,SABLE 14,0.136686071753502,0.17502997815609,0.190824434161186,0.183571383357048,0.214302226901054,0.285166561603546,0.310525506734848,0.314872235059738,0.331208467483521,0.411376684904099,0.0576123557984829,0.274093180894852,0.181323230266571,0.296128749847412,0.278986185789108,0.0494679473340511,0.255917936563492,-17.659574508667,-10.6403522491455,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,81,120,30,28.8,50
2019,SABLE 16,0.0583506412804127,0.0602544136345387,0.0822513252496719,0.104346677660942,0.138126567006111,0.206915482878685,0.232380479574203,0.237637296319008,0.255397856235504,0.356392800807953,0.0761535093188286,0.246171683073044,0.1979800760746,0.227135181427002,0.454425007104874,-0.0359175354242325,0.357982039451599,-17.6548366546631,-10.2658004760742,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,81,120,30,28.8,50
2019,THOMPSON 00,0.0647876262664795,0.0944022908806801,0.117227703332901,0.114752523601055,0.154567539691925,0.251577168703079,0.283513695001602,0.293536335229874,0.307472378015518,0.429393500089645,0.0385261066257954,0.218130648136139,0.131625637412071,0.351125985383987,0.426910191774368,0.143706992268562,0.433654725551605,-16.7751426696777,-9.96885395050049,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,40
2019,THOMPSON 07,0.0989738553762436,0.146946206688881,0.159122094511986,0.142200037837029,0.174584925174713,0.253874927759171,0.27929750084877,0.286361932754517,0.297034680843353,0.370098680257797,0.0766011252999306,0.203777879476547,0.127922654151917,0.3377825319767,0.291242927312851,0.161755040287971,0.33532652258873,-16.9949588775635,-9.92004489898682,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,50
2019,THOMPSON 08,0.0862890258431435,0.183419018983841,0.223738566040993,0.191045626997948,0.22957082092762,0.306584924459457,0.332585483789444,0.338391989469528,0.346548676490784,0.42188423871994,0.0756178125739098,0.21914067864418,0.129287198185921,0.328400433063507,0.220599621534348,0.206418976187706,0.279467016458511,-17.0060043334961,-9.77692699432373,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,50
2019,THOMPSON 96,0.110185891389847,0.161622241139412,0.174333199858665,0.151835441589355,0.18920710682869,0.270552396774292,0.295771479606628,0.300658673048019,0.31216698884964,0.40495365858078,0.0789367631077766,0.211658850312233,0.128004923462868,0.357044458389282,0.278980225324631,0.173498645424843,0.3308385014534,-16.6370239257812,-9.87697124481201,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,40
