Year,Field,B1_min,B2_min,B3_min,B4_min,B5_min,B6_min,B7_min,B8_min,B8A_min,B9_min,B10_min,B11_min,B12_min,EVI_min,GNDVI_min,NDMI_min,NDVI_min,VH_min,VV_min,min_Temp,max_Temp,mean_Temp,sum_Temp,median_Temp,stdv_Temp,min_Hum,max_Hum,mean_Hum,sum_Hum,median_Hum,stdv_Hum,min_GGD,max_GGD,mean_GGD,sum_GGD,median_GGD,stdv_GGD,min_Evapo,max_Evapo,mean_Evapo,sum_Evapo,median_Evapo,stdv_Evapo,N.Unit.He,K20.Unit.He,P.Unit.He,CaO.Unit.He,MgO.Unit.He
2018,CRIMSON 04,0.0079021193087101,0.0147975003346801,0.058026596903801,0.0277475453913212,0.109019979834557,0.161236599087715,0.177183017134666,0.187383070588112,0.204490378499031,0.299247086048126,-0.108589723706245,0.177331104874611,0.0862680375576019,0.206004872918129,0.508885085582733,-0.11317240446806,0.422747850418091,-18.6604690551758,-11.606915473938,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,80,160,30,32,40
2018,CRIMSON 99-00,0.00324949505738914,0.0126617169007659,0.054839763790369,0.0239074528217316,0.101619474589825,0.157062262296677,0.175178244709969,0.189696684479713,0.207833960652351,0.31696143746376,-0.127809450030327,0.172370806336403,0.0784777328372002,0.212453156709671,0.534079015254974,-0.149665519595146,0.436005800962448,-18.6561489105225,-11.5531997680664,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,80,160,40,32,80
2018,INIAGRAPE ONE 14,0.00614976650103927,0.0153800845146179,0.0464718677103519,0.0315282642841339,0.0867324396967888,0.153172135353088,0.172291234135628,0.190547689795494,0.208454161882401,0.295537382364273,-0.0930310636758804,0.16831773519516,0.0908229276537895,0.1664819419384,0.466869711875916,-0.182489797472954,0.323140531778336,-20.5710697174072,-12.7951345443726,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,140,200,70,48,50
2018,INIAGRAPE ONE 15,0.0160367023199797,0.0330315865576267,0.0584982186555862,0.0664966553449631,0.104860261082649,0.144041255116463,0.158134669065475,0.165882229804993,0.179978489875793,0.271416693925858,-0.065257340669632,0.174622550606728,0.131281599402428,0.157201170921326,0.391274094581604,-0.124904148280621,0.286028265953064,-21.6279468536377,-14.946982383728,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,60,0,0,0,0
2018,SABLE 14,0.000796981679741293,0.0132106728851795,0.0561236627399921,0.0234482940286398,0.0967865362763405,0.161741748452187,0.180915385484695,0.19548936188221,0.216136515140533,0.324492156505585,-0.106293611228466,0.177967444062233,0.0814206823706627,0.163971871137619,0.475879698991776,-0.196966424584389,0.317117214202881,-21.1430950164795,-13.9744176864624,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,63,120,40,14.4,40
2018,SABLE 16,0.0150477131828666,0.0303432140499353,0.0615098178386688,0.0590015240013599,0.108579210937023,0.139152467250824,0.152566522359848,0.156155422329903,0.171570464968681,0.275820374488831,-0.0718845725059509,0.178196400403976,0.116694174706936,0.127490073442459,0.340873003005981,-0.116675972938538,0.218126446008682,-22.3149375915527,-14.0034055709839,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,60,0,0,0,0
2018,THOMPSON 00,0.0406638719141483,0.0721761509776115,0.104340299963951,0.0812720432877541,0.134496539831161,0.188114657998085,0.202734664082527,0.210737407207489,0.22521285712719,0.337443619966507,-0.132304936647415,0.174271956086159,0.0887349918484688,0.222204014658928,0.327877849340439,-0.0314069874584675,0.329880625009537,-18.9532833099365,-12.3702573776245,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2018,THOMPSON 07,-0.000945739098824561,0.00904808007180691,0.0454557985067368,0.0205954480916262,0.0828394293785095,0.133482277393341,0.148548021912575,0.156856939196587,0.172448545694351,0.252862602472305,-0.12755960226059,0.157093778252602,0.0759113430976868,0.150921076536179,0.474125742912292,-0.144095614552498,0.344229876995087,-19.0000991821289,-11.7100639343262,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2018,THOMPSON 08,-0.0012638543266803,0.0101821944117546,0.0483518466353416,0.0234266668558121,0.0884591937065125,0.141825437545776,0.157719239592552,0.17192018032074,0.187931329011917,0.280920773744583,-0.164185062050819,0.156381115317345,0.0761299431324005,0.172523319721222,0.498838394880295,-0.176703006029129,0.373399704694748,-18.8686046600342,-12.5606250762939,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2018,THOMPSON 96,-0.00247192080132663,0.00862550735473633,0.0453587025403976,0.0198593009263277,0.0838181003928185,0.135599583387375,0.152008786797523,0.161917313933372,0.18008916079998,0.263609766960144,-0.179331704974174,0.152508050203323,0.0735021233558655,0.167484760284424,0.4994235932827,-0.174644231796265,0.378107309341431,-19.042667388916,-12.3363676071167,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,42,60,40,29.5,45
2018,TIMCO 14 CR,0.00403525680303574,0.0124891297891736,0.0464889965951443,0.0258539188653231,0.0854468047618866,0.159639582037926,0.178022935986519,0.189079731702805,0.207383885979652,0.296643435955048,-0.0708766281604767,0.164716750383377,0.0815799385309219,0.164010435342789,0.464491963386536,-0.142910867929459,0.319655328989029,-20.1776599884033,-12.9825611114502,10.43125,21.9229166666667,16.9148132580937,1556.16281974462,16.8854166666667,2.88509656284901,43.6875,92.5454545454545,67.4713483107124,6207.36404458554,67.90625,9.45797967774033,10.43,21.92,16.9152173913043,1556.2,16.885,2.88523771213368,0,6.12,4.28597826086957,394.31,4.7,1.08493789743029,78,120,30,0,40
2019,CRIMSON 04,0.0153381200507283,0.0165671613067389,0.0580999664962292,0.0310132298618555,0.114790692925453,0.161738142371178,0.180285260081291,0.195916712284088,0.215043738484383,0.283043324947357,-0.0706481114029884,0.180690184235573,0.0888205841183662,0.162074863910675,0.444563120603561,-0.201417982578278,0.300875186920166,-20.5294609069824,-12.9643621444702,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,80,160,30,32,40
2019,CRIMSON 99-00,0.00387774454429746,0.0119083654135466,0.0542271733283997,0.0265328790992498,0.107389353215694,0.150619313120842,0.169157072901726,0.185943007469177,0.205357745289803,0.276685386896133,-0.0587738081812859,0.172493606805801,0.0811020284891129,0.160947993397713,0.458686888217926,-0.226937562227249,0.314264386892319,-21.1456527709961,-12.980655670166,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,160,320,60,64,80
2019,INIAGRAPE ONE 14,0.0121299494057894,0.0186381991952658,0.0497223325073719,0.0406616628170013,0.0998085215687752,0.15921325981617,0.176826477050781,0.191911473870277,0.208537310361862,0.244381219148636,-0.0562587417662144,0.177139222621918,0.102859228849411,0.146985247731209,0.419961661100388,-0.202725902199745,0.27010303735733,-22.4842491149902,-13.6373720169067,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,158,200,30,62.4,0
2019,SABLE 14,0.0951439067721367,0.117137059569359,0.128667339682579,0.142201527953148,0.174089223146439,0.194015935063362,0.20761413872242,0.220929250121117,0.237650036811829,0.323615431785583,-0.0576186440885067,0.212814882397652,0.101470455527306,0.124114021658897,0.180188879370689,-0.181741312146187,0.149488180875778,-22.423999786377,-15.0169353485107,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,81,120,30,28.8,50
2019,SABLE 16,0.0298491641879082,0.0276291500777006,0.0663557276129723,0.0514450706541538,0.118275158107281,0.16118049621582,0.176027700304985,0.184857949614525,0.200509607791901,0.280440390110016,-0.0645269006490707,0.19150385260582,0.111435055732727,0.125596076250076,0.367173731327057,-0.17000587284565,0.224327683448792,-22.5965881347656,-13.0871362686157,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,81,120,30,28.8,50
2019,THOMPSON 00,0.0447555221617222,0.0745766907930374,0.108179278671741,0.0833835750818253,0.145006895065308,0.195585057139397,0.21111786365509,0.224710315465927,0.241142123937607,0.301743894815445,-0.0685930401086807,0.181684866547585,0.0870456472039223,0.171973660588264,0.306842923164368,-0.0792933702468872,0.244295090436935,-19.6550350189209,-13.1494016647339,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,40
2019,THOMPSON 07,0.0937051102519035,0.13860610127449,0.151604935526848,0.129591897130013,0.168397903442383,0.202233150601387,0.211532562971115,0.218294337391853,0.229976326227188,0.286329567432404,-0.0326172634959221,0.187005817890167,0.102905884385109,0.171922981739044,0.162152260541916,0.0107597140595317,0.1888028383255,-19.5151653289795,-12.1997156143188,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,50
2019,THOMPSON 08,0.0785161480307579,0.169046178460121,0.208251848816872,0.178186878561974,0.21534751355648,0.252648770809174,0.260413110256195,0.267929077148438,0.276460230350494,0.311076283454895,-0.0361006408929825,0.206745848059654,0.107927747070789,0.147644460201263,0.0887849032878876,0.0294885486364365,0.138001844286919,-19.7200679779053,-12.5616302490234,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,50
2019,THOMPSON 96,0.103661924600601,0.14965645968914,0.164962396025658,0.142114251852036,0.181085780262947,0.220903813838959,0.230435594916344,0.237557768821716,0.249350920319557,0.312054216861725,-0.0323613062500954,0.195733726024628,0.10350339114666,0.175680890679359,0.149768903851509,-0.0102844825014472,0.176704972982407,-19.7184982299805,-12.9005374908447,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,42,60,30,28.8,40
2019,TIMCO 14 CR,0.002459836890921,0.0100817466154695,0.0450405105948448,0.0251493453979492,0.0916998609900475,0.154093965888023,0.166704535484314,0.175109103322029,0.189177379012108,0.259086132049561,-0.0592400953173637,0.17172209918499,0.0856786072254181,0.11824856698513,0.366292119026184,-0.169837951660156,0.226542562246323,-20.8688507080078,-12.56409740448,10.3464285714286,21.1979166666667,16.9612296898911,1560.43313146998,17.3450181159421,2.85399288071626,47.7083333333333,87.7142857142857,67.4857307888499,6208.68723257419,67.78125,8.34904481949112,10.35,21.2,16.9610869565217,1560.42,17.345,2.85404338451733,0.09,4.96,3.7904347826087,348.72,4.045,1.07504041635599,113,100,30,14.4,50
2020,CRIMSON 04,0.0297916755080223,0.0298414453864098,0.0604470409452915,0.055714625865221,0.116748429834843,0.201908901333809,0.224520176649094,0.238591074943542,0.254692226648331,0.358763456344604,0.0700393691658974,0.212669968605042,0.136707827448845,0.253080725669861,0.509413421154022,-0.0592943914234638,0.427802890539169,-21.7307014465332,-13.6952753067017,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,80,160,30,32,100
2020,CRIMSON 99-00,0.0221535302698612,0.0318449698388577,0.0595239959657192,0.0659627392888069,0.114790074527264,0.188427776098251,0.207458421587944,0.22442452609539,0.24117024242878,0.34653428196907,0.0972203314304352,0.226961299777031,0.156826585531235,0.190522655844688,0.430687040090561,-0.139494985342026,0.30897843837738,-21.4920806884766,-13.5759477615356,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,160,320,60,64,300
2020,INIAGRAPE ONE 14,0.00914841145277023,0.013586194254458,0.0460943356156349,0.0306202415376902,0.0871110185980797,0.192039594054222,0.215961307287216,0.231287568807602,0.247009247541428,0.32760551571846,-0.0269893053919077,0.170593842864037,0.0896734371781349,0.214242517948151,0.503512620925903,-0.08133465051651,0.376215815544128,-22.1516094207764,-14.4725389480591,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,140,220,30,48,200
2020,INIAGRAPE ONE 15,-0.000244671740802005,0.0105791734531522,0.0424875319004059,0.0254540108144283,0.0811527743935585,0.198564827442169,0.223745599389076,0.236775308847427,0.251539766788483,0.346688002347946,-0.0548631809651852,0.163261994719505,0.0811162292957306,0.227800950407982,0.509447634220123,-0.0429634749889374,0.394527316093445,-21.5893669128418,-13.8919563293457,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,140,220,30,48,200
2020,SABLE 14,0.123777642846107,0.168836489319801,0.189664855599403,0.189325019717216,0.218027889728546,0.272990524768829,0.288096755743027,0.294390320777893,0.302614867687225,0.395987033843994,0.0818667337298393,0.239324778318405,0.145564243197441,0.19312372803688,0.203995034098625,0.0708059892058372,0.186884239315987,-21.9666481018066,-15.0174446105957,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,81,180,30,28.8,200
2020,SABLE 16,0.041629284620285,0.0446195304393768,0.0745300948619843,0.0886873081326485,0.135706439614296,0.215049803256989,0.243254408240318,0.258513599634171,0.275118499994278,0.384474784135818,0.115850768983364,0.25121745467186,0.176944270730019,0.243625566363335,0.519300937652588,-0.0361072197556496,0.400073438882828,-23.2232265472412,-14.9829721450806,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,0,60,30,0,200
2020,THOMPSON 00,0.0636102184653282,0.0923841521143913,0.1141711845994,0.115665979683399,0.150987759232521,0.236053317785263,0.255051225423813,0.270504474639893,0.283179312944412,0.368436306715012,0.115834556519985,0.201373934745789,0.127962484955788,0.225139811635017,0.32603394985199,-0.00892466492950916,0.271898031234741,-20.0556507110596,-12.9347524642944,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,50,60,30,29.5,100
2020,THOMPSON 07,0.0956261605024338,0.132012665271759,0.148458674550056,0.137010812759399,0.172434285283089,0.263382971286774,0.297249555587769,0.310941368341446,0.320896983146667,0.403965801000595,-0.0295704770833254,0.199669629335403,0.11038488894701,0.372916609048843,0.350289762020111,0.204666152596474,0.377718150615692,-19.9577045440674,-12.8654336929321,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,42,60,30,29.5,150
2020,THOMPSON 08,0.100693449378014,0.171728014945984,0.200955703854561,0.184860497713089,0.220666944980621,0.293493330478668,0.319953292608261,0.331939965486526,0.34006479382515,0.417719155550003,-0.076258547604084,0.21920371055603,0.119601517915726,0.302682965993881,0.241435334086418,0.17500627040863,0.268397778272629,-20.458288192749,-13.1392984390259,10.4145833333333,23.5104166666667,17.7630491551721,1634.20052227583,18.0552083333334,3.15971332639956,43.3333333333333,81.2291666666667,60.4453723589614,5560.97425702445,59.7570921985815,8.24047979796525,10.41,23.51,17.763152173913,1634.21,18.055,3.15982470279805,1.26,6.29,4.62760869565217,425.74,4.75,1.10646190855736,42,60,30,29.5,150
